species	p.val.FR-CRC	p.val.DE-CRC	p.val.CN-CRC	p.val.US-CRC	p.val.AT-CRC	p.val.all	p.adj.FR-CRC	p.adj.DE-CRC	p.adj.CN-CRC	p.adj.US-CRC	p.adj.AT-CRC	p.adj.all	fc.FR-CRC	fc.DE-CRC	fc.CN-CRC	fc.US-CRC	fc.AT-CRC	fc.all	auc.FR-CRC	auc.DE-CRC	auc.CN-CRC	auc.US-CRC	auc.AT-CRC	auc.all	ancom.FR-CRC	ancom.DE-CRC	ancom.CN-CRC	ancom.US-CRC	ancom.AT-CRC	ancom.all	ancom.all-blocked
unknown Eubacterium [meta_mOTU_v2_6509]	0.028354341391426167	0.4363363514789785	0.0010888416270974054	0.3166091901768538	0.4559153563817779	0.0043058828453148654	0.29115067623879065	0.6592131928819099	0.037713514538555586	0.6681890605510854	0.662922842690269	0.024906312130536172	-0.5212127792437786	-0.1512986394530466	-0.7339842836540595	-0.2818440061809124	0.10142125654800939	-0.31738369039675757	0.38663779771110424	0.4602777777777778	0.3455098934550989	0.444896449704142	0.538992408557626	0.4313137445361826	255	0	600	0	2	541	NA
unknown Clostridiales [meta_mOTU_v2_6511]	0.22843977958747327	0.31715108779077794	0.6307998001490427	0.08170492427934643	0.1844398510786721	0.010708791743365588	0.6209822664566295	0.5627895492143509	0.8153629821097929	0.43463559928627665	0.40724319118170804	0.0488804526350397	-0.07261523813540656	-0.06983974483459811	0	-0.2588403222969099	0	-0.08025906105338292	0.4636560470151562	0.46944444444444444	0.4893455098934551	0.42788461538461536	0.47032436162870944	0.46605148130160273	2	94	29	0	260	382	NA
unknown Prevotella [meta_mOTU_v2_6516]	0.49749346320230836	0.3150045115262945	0.08918047996363865	0.3267065548685848	0.20476340168911839	0.4284890936029382	0.8270423638835925	0.5627895492143509	0.389117530573568	0.6681890605510854	0.43031496598626906	0.6134692082106147	0.11977538545253152	-0.10060806086117609	0.09807417931935243	0	0.06699754550316378	0.03684780988277433	0.5230436127435818	0.4633333333333333	0.5481988838153222	0.49038461538461536	0.5358868184955141	0.5118261291889267	0	38	93	NA	23	129	NA
Lentisphaerae bacterium ADurb.Bin242 [meta_mOTU_v2_6522]	0.6990984312840264	0.13081067840593164	0.9044177020921446	0.7309771184858125	0.1095248764785721	0.7896988274291589	0.918316504120359	0.4010254374488415	0.9518871394947709	0.9108579346508808	0.3012843778214541	0.8841773541109706	0.023404255210597222	-0.2566601389854954	0	-0.05010032421289813	0.048759744041124264	-0.046919292789334405	0.5156201670275287	0.43833333333333335	0.5030441400304414	0.48335798816568043	0.5431331953071084	0.4938198154443905	0	83	33	0	54	104	NA
unknown Clostridiales [meta_mOTU_v2_6523]	0.6521806357189313	0.32544340964831414	NA	0.3267065548685848	0.22982032120192036	0.34429699314606366	0.8848819438372371	0.5627895492143509	NA	0.6681890605510854	0.455242167356914	0.5387680489297416	0	0	0	0	0	0	0.49304051964120016	0.49166666666666664	0.5	0.5096153846153846	0.48412698412698413	0.494900437105391	1	NA	NA	NA	189	158	NA
unknown Clostridiales [meta_mOTU_v2_6525]	0.37957406583510883	0.39060090193395924	0.2770167529889018	0.9178544248482728	0.500556795149313	0.31935561382345523	0.707082662462747	0.6190655804236336	0.5440694722399366	1	0.7019600812211044	0.5144837118332325	0.17135991121340788	-0.13244096817581774	0.14311186879296553	-0.010522498194292277	0.12474627012375171	0.05925091675200302	0.5471698113207547	0.45666666666666667	0.5514967021816337	0.5055473372781065	0.5364044168391994	0.5107151529868869	13	2	40	0	1	77	NA
unknown Azospirillum [meta_mOTU_v2_6527]	0.5753053765770592	0.4385413413854985	0.2973619249513593	0.5723005145538349	0.6015228930264269	0.3914312859427519	0.8561464984996939	0.660469388285556	0.5678942025386863	0.8450785763890105	0.7981746080542972	0.5857379227757498	-0.19029781082527897	-0.20766150205529219	0	-0.13191948969825443	-0.04787970811353143	-0.11555170213847141	0.4729353541602227	0.46694444444444444	0.5183916793505835	0.4735576923076923	0.4775707384403036	0.4777440505099563	0	27	68	0	83	89	NA
unknown Bacteroidales [meta_mOTU_v2_6528]	0.8717015581161515	0.7030698027795035	NA	0.9831613421378597	0.1842142371783011	0.6677074141785977	0.9750618868316143	0.8412801058900041	NA	1	0.40724319118170804	0.7981071589283698	0	0	0	0	0	0	0.5035570677389422	0.49166666666666664	0.5	0.5007396449704142	0.5244996549344375	0.5022705196697426	12	81	NA	0	53	113	NA
Ruminococcus sp. CAG:382 [meta_mOTU_v2_6530]	0.12892706026518932	0.42422626428473675	NA	0.2977346670297274	0.118342154790599	0.28636050490162374	0.5053557335803132	0.6479092036348707	NA	0.6681890605510854	0.3160880779568257	0.4785828123257452	-0.1840240038362991	0	0	-0.09588261933673016	0.05519511192448747	-0.04494230224970836	0.45128363748840084	0.4838888888888889	0.5	0.4681952662721894	0.5420979986197377	0.4851748421563866	3	110	NA	0	31	128	NA
Coprobacillus sp. CAG:826 [meta_mOTU_v2_6536]	0.4733258289668783	1	NA	0.1593093933675842	NA	0.7677517163459745	0.8105590168978773	1	NA	0.4921549200622647	NA	0.871418726173439	0	0	0	0	0	0	0.5109805134549954	0.5001388888888889	0.5	0.4807692307692308	0.5	0.49840942204953864	16	97	NA	0	NA	151	NA
unknown Clostridiales [meta_mOTU_v2_6548]	0.7156723927293861	0.9699582058855899	0.26029968635760525	0.5031927677596084	0.3000156030870339	0.21123176910894248	0.9299323374662702	1	0.5261229734867247	0.8231709444717485	0.5365289834904192	0.40030306244083075	0.0036555953294087795	-0.021065454504937353	0.07256631890009814	0.13230003707520444	0.12263221702688609	0.06201774276533202	0.486699659758738	0.49875	0.5319634703196348	0.5355029585798816	0.5417529330572809	0.5144366197183099	0	42	48	0	14	120	NA
unknown Ruminococcaceae [meta_mOTU_v2_6557]	0.645198526642998	0.09253224708431756	0.0898653466340489	0.10585332104433298	0.8563709986902432	0.022550306088036258	0.8848819438372371	0.32945972083219904	0.389117530573568	0.4669614183419706	0.9268956691706162	0.08471331800328666	-0.1295965509623487	-0.24831086150098922	-0.49307321896843287	-0.3268978736191858	0.09447515904810998	-0.22068066920056933	0.47479121558923604	0.41083333333333333	0.41222729578893963	0.4079142011834319	0.489648033126294	0.4333050024283633	0	0	475	0	0	172	NA
Clostridium sp. CAG:628 [meta_mOTU_v2_6559]	0.9131658883052277	0.08240083552282343	NA	0.09116888651516736	0.267508316213313	0.5230637335722133	0.9837083029867322	0.3131977458786049	NA	0.45167267561853675	0.4889555978468503	0.6968448812219648	0	0	0	0	0.05974802524779945	0.01194960504955989	0.50278379214352	0.475	0.5	0.4609837278106509	0.5314009661835749	0.49122146673142303	1	186	NA	1	35	177	NA
unknown Clostridiales [meta_mOTU_v2_6561]	0.1114182780070814	0.41944625457135937	0.09644476218914518	0.6368970814963368	4.7701679957698327e-4	4.3861262488031905e-4	0.5016801608661099	0.644122219085817	0.389117530573568	0.8818574974564664	0.008716112527170847	0.004137579094704343	0.2501179400448863	0.117550342382542	0.30198092079468186	0.015925570818697256	0.5613337980505653	0.24938171441827453	0.5818125579956696	0.5413888888888889	0.5763571790969051	0.5269970414201184	0.6756383712905453	0.580378824672171	5	0	44	0	510	481	NA
unknown Clostridiales [meta_mOTU_v2_6571]	0.63584228238583	0.5927688936055522	0.352265462964674	0.015173975165760302	0.7007718269964217	0.06670739591037098	0.883650618340804	0.7660398009671752	0.6415249116400965	0.3074930311454567	0.8608970867800506	0.18903148892150573	0.05380392175851877	-0.07691795430706956	-0.1633665676328198	-0.2554230253678501	-0.07322144754254427	-0.10302501461835299	0.5143829260748531	0.4791666666666667	0.4548452562151192	0.4108727810650888	0.4858523119392685	0.4819329771733852	1	39	4	145	62	117	NA
unknown Clostridiales [meta_mOTU_v2_6575]	0.16529298804148376	0.20139452629343846	0.7512012069676733	0.24385641062724606	0.37539140833440376	0.31785575164944607	0.5611963545601989	0.46101060584161346	0.8877561370800102	0.6163516938056667	0.6203471800604198	0.5130409375482504	-0.1503641752675271	-0.1621317185651873	0.03304489300956576	-0.10658421363026566	0.12185898530002896	-0.052835245830677065	0.4427776059387566	0.44611111111111107	0.5161085743277524	0.45247781065088755	0.5398550724637681	0.49224137931034484	17	52	9	0	1	91	NA
unknown Clostridiales [meta_mOTU_v2_6585]	0.9571428438124511	0.5895134222085978	0.3539100984592119	0.1778076033200172	0.16847198217850068	0.9357734238007377	0.9911818877920351	0.7637881511384459	0.6418633524735059	0.5150174438575208	0.3896502828039066	0.9676877427610552	0.01192261556112649	0.04192216057408382	-0.06411513847199893	-0.1237752722994274	0.1440500876590347	0.0020008906045637376	0.5026291370244356	0.522361111111111	0.4745053272450533	0.4432322485207101	0.5534851621808143	0.4921563865954347	19	5	41	0	36	128	NA
unknown Bacteroidales [meta_mOTU_v2_6591]	0.4989756779725238	0.009455034644362086	0.10110927959785625	0.08226670008555033	0.40320141860749853	0.0015400344651505546	0.8270423638835925	0.09128998966970289	0.389117530573568	0.43463559928627665	0.6203471800604198	0.010805696371180338	0	-0.07490628826266377	0	0	0	-0.014981257652532753	0.5103618929786575	0.4340277777777778	0.48148148148148145	0.47115384615384615	0.49206349206349204	0.4777076250607091	1	363	47	0	NA	185	NA
unknown Firmicutes [meta_mOTU_v2_6595]	0.02993944340291083	0.028896130154999446	0.8475720891210178	0.9292748206184409	0.09904922700962299	0.016057074639757696	0.29315968579354185	0.1774341985236749	0.9209878989223828	1	0.2847665276526661	0.06585727714567285	0.05657035260446238	0.04329602752287343	0	-0.0031239212766133893	0	0.019348491770144485	0.5493349829879369	0.5501388888888888	0.4977168949771689	0.49648668639053256	0.5217391304347826	0.5237251092763477	108	168	44	0	104	258	NA
unknown Firmicutes [meta_mOTU_v2_6596]	0.9402579313790036	0.15903968704314683	NA	0.3267065548685848	NA	0.19785472912989038	0.9859242568133512	0.4253080550822393	NA	0.6681890605510854	NA	0.3832038541621905	0	0	0	0	0	0	0.5010825858335911	0.48333333333333334	0.5	0.49038461538461536	0.5	0.494851869839728	1	163	NA	NA	NA	NA	NA
unknown Clostridiales [meta_mOTU_v2_6602]	1.4596756130064327e-4	0.39953179324990024	1.1277200780063112e-4	0.6096011477519686	0.066120747277094	3.8242526428454774e-7	0.030726171653785408	0.6311159599825423	0.0073380543921289796	0.8661688108667418	0.23198296078573655	1.0822634979252702e-5	-0.6613080326696348	-0.18398038281544113	-0.6897874098103773	-0.13993937813924748	-0.21904464227604126	-0.3788119691421484	0.29322610578410147	0.4552777777777778	0.29921359715880264	0.47078402366863903	0.39648033126293997	0.37554638173870813	750	0	653	0	60	781	NA
unknown Lachnospiraceae [meta_mOTU_v2_6615]	0.1259836928825385	0.8040409342493804	0.025672774234134183	0.7138293141713044	0.3197231382694197	0.01341996479249885	0.5053557335803132	0.9120660983472444	0.21736282184900274	0.9042232183135719	0.5632569329512331	0.05842846209657192	0.20152087360349016	0.01706168282411528	0.25210300154963494	0	0.12439138824768481	0.11901538924498505	0.5604701515620167	0.51	0.5794013191273465	0.5092455621301775	0.5452035886818496	0.5381313744536182	17	18	216	0	1	142	NA
unknown Atopobiaceae [meta_mOTU_v2_6622]	0.23949741168938382	0.668366818248121	NA	0.4473711467320219	1	0.7151627996088665	0.6257456345281434	0.8213848809708225	NA	0.7847951472332926	1	0.8340291440493512	0	0.05715762782165939	0	0	0	0.011431525564331878	0.5205691308382308	0.5127777777777778	0.5	0.479844674556213	0.4998274672187716	0.5017119961146187	18	25	NA	0	88	124	NA
unknown Lachnospiraceae [meta_mOTU_v2_6625]	0.18967221564176331	0.5539094056502107	NA	0.9743313339056578	0.7453866399143563	0.3417818209128917	0.5786377013419011	0.7492494375944879	NA	1	0.8842122318754828	0.5363637078651481	0	0	0	0	0	0	0.48360655737704916	0.49138888888888893	0.5	0.49907544378698226	0.4946514837819186	0.49310951918407	26	110	NA	0	140	172	NA
unknown Clostridiales [meta_mOTU_v2_6629]	0.11488918524404923	0.7810198253089287	0.05277714256546777	0.7785156538718047	0.07627460307296839	0.43096731121511167	0.5053557335803132	0.8913813223634511	0.3166628553928066	0.9235114060255792	0.2556897625280074	0.6149432726413947	-0.2877305499814098	0.018037794386753844	0.2725896417471863	0.040113985137897455	-0.3831545850644052	-0.06802874275479548	0.43040519641200126	0.5104166666666666	0.5786402841197362	0.48409763313609466	0.40476190476190477	0.4755281690140845	8	24	79	0	334	61	NA
unknown Faecalibacterium [meta_mOTU_v2_6631]	0.1985410473604878	4.314434326246787e-6	0.007626583590226711	0.2881482533453174	0.6340750577537432	3.6486605847849695e-5	0.5991812253674936	6.040208056745502e-4	0.12633601512505988	0.6681890605510854	0.8239743267509382	5.957140070158536e-4	-0.20986383330655667	-0.798012342187822	-0.5909265616031351	-0.4111223495010633	0.2157458703145141	-0.3588358432568126	0.4299412310547479	0.25666666666666665	0.3614916286149163	0.43971893491124264	0.5269151138716357	0.4048992229237494	0	658	603	0	0	745	NA
unknown Clostridiales [meta_mOTU_v2_6632]	0.002497062330114335	0.006903645991808337	0.005824282197788607	0.16305694696020587	0.6963774927519142	9.928380454648341e-6	0.1001203086645843	0.07531250172881822	0.10796434669848805	0.4921549200622647	0.8593152965701714	1.832433696955748e-4	-0.5109713170874259	-0.38602270629187574	-0.34595773775019145	-0.39491121187878486	-0.1042871072890613	-0.3484300160594679	0.3356016084132385	0.35694444444444445	0.35667174023338405	0.4206730769230769	0.4779158040027605	0.3930427391937834	660	0	571	0	0	710	NA
unknown Clostridiales [meta_mOTU_v2_6647]	0.9402579313790036	1	0.08900661507810854	0.041585343894565176	0.08481033589564133	0.8826904794887256	0.9859242568133512	1	0.389117530573568	0.37854164172713095	0.263996083163876	0.9393983427158961	0	0	0	0.22057910254930269	0	0.044115820509860536	0.5010825858335911	0.49986111111111114	0.47006595636732623	0.5710059171597633	0.46825396825396826	0.5008013598834385	9	105	52	48	271	140	NA
unknown Azospirillum [meta_mOTU_v2_6649]	0.06868022014086796	0.6657026816186589	0.3985878333754907	0.08226670008555033	0.2494409579748128	0.23380198031184407	0.3804522720961238	0.820425871664028	0.6418633524735059	0.43463559928627665	0.4630876977648991	0.4195538227674259	0	0	0	0	0	0	0.5385091246520259	0.5080555555555556	0.5068493150684932	0.47115384615384615	0.5108695652173912	0.507127246236037	22	87	NA	1	NA	164	NA
unknown Ruminococcaceae [meta_mOTU_v2_6652]	0.658712135436365	0.7455022951591939	0.40370128999129773	0.263166753392327	0.009513797570816556	0.017787109282624725	0.8874169888598709	0.8641999137249874	0.6425219470088439	0.6378338942447149	0.06703581907146097	0.0702383989811553	0.07731437715583149	0.09221150288476443	0.109260071417814	0.20488693014298343	0.46162260220983464	0.1890590967622456	0.5228889576244974	0.5170833333333333	0.5324708269913749	0.5597263313609467	0.6411318150448585	0.5398372996600291	8	0	28	0	376	434	NA
unknown Eubacterium [meta_mOTU_v2_6657]	0.5344750618485419	0.007191012202707912	0.31076787756238317	0.8704323679703356	0.5412056267866983	0.19904935180862898	0.8443302102748071	0.07744166987531598	0.5836690896862872	0.9961191573753571	0.7419176473168645	0.3832038541621905	0.12314050072248438	-0.36485098949358935	-0.27797734545666275	0.08757194948529416	-0.05997665455176423	-0.09841850785884756	0.5338694710794928	0.35833333333333334	0.44723490613901573	0.5094304733727811	0.4654934437543133	0.46781204468188436	0	3	5	0	1	45	NA
unknown Prevotella [meta_mOTU_v2_6663]	0.9402579313790036	0.32544340964831414	0.8298991092274781	0.3267065548685848	NA	0.978883669100434	0.9859242568133512	0.5627895492143509	0.9196666782175446	0.6681890605510854	NA	0.9917329774060484	0	0	0	0	0	0	0.5010825858335911	0.49166666666666664	0.49746321664129883	0.5096153846153846	0.5	0.5000789218067022	4	NA	36	NA	NA	134	NA
Ruminococcus sp. CAG:177 [meta_mOTU_v2_6664]	0.8077100452347732	0.05758082905973213	0.10702773876168806	0.47801103889355523	6.524435937590017e-6	4.388354379969428e-5	0.9592268802365007	0.25865185246082883	0.3953641989971782	0.8093340628266864	4.91112086938594e-4	6.774023397443717e-4	0.09576131513940479	0.5578498055998306	0.38272564641989937	0.12797213726533366	1.0205017411866006	0.4369621291222138	0.5126817197649243	0.5986111111111111	0.5748351090816844	0.5380917159763313	0.74120082815735	0.5844706168042739	0	667	28	0	747	786	NA
unknown Bacteroidales [meta_mOTU_v2_6670]	0.17256392796416958	0.5604283188197803	NA	0.4884969566688264	0.9392885409660452	0.49737117662060665	0.5737246152364165	0.7535806889867872	NA	0.8121997592806993	0.9715277309704822	0.6756290063214321	-0.055231939942757595	0.14767488134850698	0	-0.039768969786593146	0	0.010534794323831248	0.46180018558614294	0.5201388888888888	0.5	0.4796597633136095	0.49827467218771565	0.4906143759106362	1	3	NA	0	95	65	NA
unknown Clostridiales [meta_mOTU_v2_6672]	0.21371231886362768	1.522383532955366e-4	0.012262866939768921	0.023699167052218657	0.37628266364643426	2.451641437195562e-6	0.6209822664566295	0.007744060517951525	0.15967132394253278	0.3265746068832937	0.6203471800604198	5.7817877227195336e-5	0.20976066676436303	0.5427557810638803	0.40594340308217136	0.3633454962369271	0.12352258442539471	0.3290655863145473	0.5651098051345499	0.6876388888888889	0.6278538812785389	0.6283284023668638	0.5462387853692201	0.6157843613404566	0	687	398	404	6	739	NA
Oscillibacter sp. 57_20 [meta_mOTU_v2_6676]	0.3768264710480871	0.001904864871968741	0.4326035154348618	0.5050372461251791	0.009553413829024632	0.576780115915353	0.7035208173447657	0.03265482637660699	0.6632673616928867	0.8231709444717485	0.06703581907146097	0.7379414172808602	0.19111753783405305	-0.4716190813598942	-0.21642356674680746	-0.28748409805199215	0.5500547657377391	-0.046870888517380326	0.5480977420352613	0.33555555555555555	0.4594114662607813	0.4619082840236687	0.6438923395445135	0.4889934434191355	0	7	3	0	545	48	NA
Mycoplasma sp. CAG:877 [meta_mOTU_v2_6682]	NA	0.32544340964831414	NA	0.5523947711731434	0.8430938350373477	0.8957532875817611	NA	0.5627895492143509	NA	0.8450785763890105	0.918528546593321	0.9458887327822328	0	0	0	0	0	0	0.5	0.49166666666666664	0.5	0.5099852071005917	0.5027605244996549	0.5001153472559494	NA	NA	NA	4	115	165	NA
unknown Clostridiales [meta_mOTU_v2_6686]	0.25652773174311205	0.08624424211992356	0.9490824663866949	0.2647979976908088	0.8115771157536977	0.1010749002083924	0.6339511684186443	0.32197850391438126	0.9759795403328765	0.6392208224139642	0.918528546593321	0.24801326669631546	-0.14355549681938243	-0.2192004009561006	0.016794502566394386	0	-0.07945477816977942	-0.08508323467577361	0.45654191153727186	0.43	0.49746321664129883	0.47226331360946744	0.48861283643892345	0.46835842642059256	0	107	18	0	30	231	NA
